,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_nmf__max_iter,param_nmf__n_components,param_svm__C,param_svm__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,9.873439121246339,0.5075456872736173,0.49774746894836425,0.016119270026698617,2000,10,0.01,0.0001,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.01, 'svm__gamma': 0.0001}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
1,9.984819412231445,0.6498951839403886,0.47896733283996584,0.02431718769385233,2000,10,0.01,0.0005994842503189409,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.01, 'svm__gamma': 0.0005994842503189409}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
2,9.669711446762085,0.6715738072000864,0.4724420547485352,0.015915308998336253,2000,10,0.01,0.003593813663804626,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.01, 'svm__gamma': 0.003593813663804626}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
3,9.797160148620605,0.7337477434117025,0.47809658050537107,0.010553849438338448,2000,10,0.01,0.021544346900318846,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.01, 'svm__gamma': 0.021544346900318846}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
4,9.81247582435608,0.6259935535305021,0.480289888381958,0.02350504912108591,2000,10,0.01,0.1291549665014884,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.01, 'svm__gamma': 0.1291549665014884}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
5,10.19300684928894,0.6355333307351363,0.5077901363372803,0.0340509647790786,2000,10,0.01,0.774263682681127,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.01, 'svm__gamma': 0.774263682681127}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
6,11.113174629211425,0.6866215314628773,0.5762433052062989,0.0533416206525069,2000,10,0.01,4.641588833612782,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.01, 'svm__gamma': 4.641588833612782}",0.6292428198433421,0.6044386422976501,0.6405228758169934,0.615686274509804,0.7895424836601307,0.655886619225584,0.06793053628529198,509
7,10.884436082839965,1.1791877275572666,0.5765296936035156,0.10563755414301443,2000,10,0.01,27.825594022071257,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.01, 'svm__gamma': 27.825594022071257}",0.8759791122715405,0.8198433420365535,0.9084967320261438,0.8405228758169935,0.9176470588235294,0.8724978241949521,0.03779255464876484,405
8,10.836934900283813,0.8132977863595514,0.524179744720459,0.07726189609742594,2000,10,0.01,166.81005372000593,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.01, 'svm__gamma': 166.81005372000593}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
9,12.257960557937622,1.8591206650774783,0.6525870323181152,0.057595194816054664,2000,10,0.01,1000.0,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.01, 'svm__gamma': 1000.0}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
10,10.425825309753417,1.8223381768313245,0.47680487632751467,0.03547518457092394,2000,10,0.0774263682681127,0.0001,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.0774263682681127, 'svm__gamma': 0.0001}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
11,9.783306169509888,0.7236085265139187,0.48721022605895997,0.01964060504100562,2000,10,0.0774263682681127,0.0005994842503189409,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.0774263682681127, 'svm__gamma': 0.0005994842503189409}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
12,9.68037781715393,0.5653588974075516,0.4821898937225342,0.02488764226497837,2000,10,0.0774263682681127,0.003593813663804626,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.0774263682681127, 'svm__gamma': 0.003593813663804626}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
13,9.490053176879883,0.6004328196872872,0.48914294242858886,0.0350988238316397,2000,10,0.0774263682681127,0.021544346900318846,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.0774263682681127, 'svm__gamma': 0.021544346900318846}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
14,9.53906455039978,0.6233869599940174,0.48826098442077637,0.01257390331601393,2000,10,0.0774263682681127,0.1291549665014884,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.0774263682681127, 'svm__gamma': 0.1291549665014884}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
15,9.51949758529663,0.4850567060493082,0.5060184001922607,0.06791882908410266,2000,10,0.0774263682681127,0.774263682681127,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.0774263682681127, 'svm__gamma': 0.774263682681127}",0.7819843342036553,0.6945169712793734,0.8875816993464052,0.7660130718954249,0.9215686274509803,0.8103329408351678,0.08309269733659107,439
16,8.740962409973145,0.7351047560798736,0.3711678981781006,0.053931219346623795,2000,10,0.0774263682681127,4.641588833612782,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.0774263682681127, 'svm__gamma': 4.641588833612782}",0.9086161879895561,0.8968668407310705,0.9202614379084967,0.9045751633986928,0.9150326797385621,0.9090704619532757,0.008125619097810644,263
17,8.149768924713134,0.6915339761733345,0.29495558738708494,0.019130136289414585,2000,10,0.0774263682681127,27.825594022071257,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.0774263682681127, 'svm__gamma': 27.825594022071257}",0.9112271540469974,0.8877284595300261,0.9137254901960784,0.9006535947712418,0.9202614379084967,0.9067192272905681,0.011403874341267953,288
18,9.441715812683105,0.6422758924749533,0.4493553638458252,0.018650755126773735,2000,10,0.0774263682681127,166.81005372000593,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.0774263682681127, 'svm__gamma': 166.81005372000593}",0.8733681462140992,0.8524804177545692,0.8627450980392157,0.857516339869281,0.8718954248366013,0.8636010853427531,0.008069914932035295,416
19,10.711316680908203,0.6013377047706935,0.6101767063140869,0.02504365951857824,2000,10,0.0774263682681127,1000.0,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.0774263682681127, 'svm__gamma': 1000.0}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
20,9.37400550842285,0.5594713623077466,0.47528324127197263,0.015744364264186066,2000,10,0.5994842503189409,0.0001,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.5994842503189409, 'svm__gamma': 0.0001}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
21,9.486415576934814,0.5887457836161336,0.4867547035217285,0.013968348167607437,2000,10,0.5994842503189409,0.0005994842503189409,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.5994842503189409, 'svm__gamma': 0.0005994842503189409}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
22,9.668882989883423,0.7002046349629258,0.49513535499572753,0.019528997471933415,2000,10,0.5994842503189409,0.003593813663804626,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.5994842503189409, 'svm__gamma': 0.003593813663804626}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
23,9.676258611679078,0.42551300118043967,0.4986381530761719,0.0253701715533385,2000,10,0.5994842503189409,0.021544346900318846,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.5994842503189409, 'svm__gamma': 0.021544346900318846}",0.6005221932114883,0.6005221932114883,0.6,0.6,0.6,0.6002088772845953,0.00025582138305830756,548
24,9.421904850006104,0.7982680499018155,0.517880630493164,0.06633087872107557,2000,10,0.5994842503189409,0.1291549665014884,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.5994842503189409, 'svm__gamma': 0.1291549665014884}",0.8668407310704961,0.8054830287206266,0.9019607843137255,0.8352941176470589,0.9150326797385621,0.8649222682980939,0.04073680403598269,415
25,8.104692459106445,0.46247322698244014,0.33127636909484864,0.061636260728304464,2000,10,0.5994842503189409,0.774263682681127,"{'nmf__max_iter': 2000, 'nmf__n_components': 10, 'svm__C': 0.5994842503189409, 'svm__gamma': 0.774263682681127}",0.9073107049608355,0.8994778067885117,0.9228758169934641,0.9045751633986928,0.9150326797385621,0.9098544343760132,0.008226618889727722,254
