avg_acc_fold,std_acc_fold,avg_loss_fold,num_units_in_layer1,l2_regulizer,dropout_rate,optimizer,num_layers,num_conv,filter_in_conv1
0.9486923813819885,0.004256988520377815,0.1767614394426346,64.0,1.0,0.1,adam,0,0,16.0
0.9230396747589111,0.010435818582013987,0.3459696352481842,64.0,1.0,0.1,sgd,0,0,16.0
0.9461266398429871,0.005937555227528922,0.18164774477481843,64.0,1.0,0.2,adam,0,0,16.0
0.9256070256233215,0.006132743204016608,0.340369313955307,64.0,1.0,0.2,sgd,0,0,16.0
0.94612717628479,0.005303191160508414,0.1816810667514801,64.0,1.0,0.30000000000000004,adam,0,0,16.0
0.9293366193771362,0.009203208714945049,0.33504058718681334,64.0,1.0,0.30000000000000004,sgd,0,0,16.0
0.9442623972892761,0.006697267621207482,0.18366209864616395,64.0,1.0,0.4,adam,0,0,16.0
0.9267708897590637,0.009993906338823758,0.3444134771823883,64.0,1.0,0.4,sgd,0,0,16.0
0.9475260615348816,0.003928496533061014,0.17798580825328827,64.0,1.0,0.5,adam,0,0,16.0
0.9265377879142761,0.006272698813948909,0.34038315415382386,64.0,1.0,0.5,sgd,0,0,16.0
0.9470598697662354,0.006210326272261974,0.183512407541275,64.0,1.0,0.6,adam,0,0,16.0
0.9269991040229797,0.014038395378840843,0.3338172972202301,64.0,1.0,0.6,sgd,0,0,16.0
0.9486923813819885,0.004681787804028289,0.17735927700996398,64.0,0.1,0.1,adam,0,0,16.0
0.9246719002723693,0.012225552837073028,0.3486563801765442,64.0,0.1,0.1,sgd,0,0,16.0
0.9482259035110474,0.007764243463878686,0.18019825518131255,64.0,0.1,0.2,adam,0,0,16.0
0.9249022841453552,0.00966743638808137,0.34501718878746035,64.0,0.1,0.2,sgd,0,0,16.0
0.9470595836639404,0.004361896103221501,0.17997516691684723,64.0,0.1,0.30000000000000004,adam,0,0,16.0
0.9209414839744567,0.010467066231921496,0.34652073979377745,64.0,0.1,0.30000000000000004,sgd,0,0,16.0
0.9491594076156616,0.003598514666995668,0.17639028429985046,64.0,0.1,0.4,adam,0,0,16.0
0.9253690361976623,0.010060006523628727,0.34114519953727723,64.0,0.1,0.4,sgd,0,0,16.0
0.9456599116325378,0.0074869474331893705,0.1844566971063614,64.0,0.1,0.5,adam,0,0,16.0
0.9249058246612549,0.009173837191858067,0.3372432768344879,64.0,0.1,0.5,sgd,0,0,16.0
0.9470604062080383,0.0040935331336335165,0.18053229451179503,64.0,0.1,0.6,adam,0,0,16.0
0.9246689200401306,0.01130170389204176,0.3466780483722687,64.0,0.1,0.6,sgd,0,0,16.0
0.9477586388587952,0.00837357808317114,0.18162929117679597,64.0,0.01,0.1,adam,0,0,16.0
0.9235066652297974,0.010398766765263308,0.34210285544395447,64.0,0.01,0.1,sgd,0,0,16.0
0.9461285471916199,0.0034131155046536166,0.17970971763134003,64.0,0.01,0.2,adam,0,0,16.0
0.9209412217140198,0.008329365761078752,0.34585230946540835,64.0,0.01,0.2,sgd,0,0,16.0
0.9482261776924134,0.004029959854567399,0.1767419695854187,64.0,0.01,0.30000000000000004,adam,0,0,16.0
0.9265364408493042,0.012932336910178963,0.3426992118358612,64.0,0.01,0.30000000000000004,sgd,0,0,16.0
