avg_acc_fold,std_acc_fold,avg_loss_fold,num_units_in_layer1,num_units_in_layer2,l2_regulizer,dropout_rate,optimizer,num_layers
0.9157784700393676,0.007257572932530569,0.22417360842227935,512.0,128.0,1e-05,0.2,adam,1
0.852664566040039,0.012591333872740052,0.42954073548316957,512.0,128.0,1e-05,0.2,sgd,1
0.916405439376831,0.00891567409651483,0.2127748489379883,512.0,128.0,1e-05,0.30000000000000004,adam,1
0.8622779488563538,0.014812992671669235,0.4242451250553131,512.0,128.0,1e-05,0.30000000000000004,sgd,1
0.9187042832374572,0.011454287328440069,0.20620457231998443,512.0,128.0,1e-05,0.4,adam,1
0.8562173485755921,0.016263375298292724,0.4302215874195099,512.0,128.0,1e-05,0.4,sgd,1
0.9164054274559021,0.010302003908878539,0.20929823517799379,512.0,128.0,1e-05,0.5,adam,1
0.8543364644050598,0.01282503072469134,0.43235073089599607,512.0,128.0,1e-05,0.5,sgd,1
0.9141065835952759,0.00624865419291423,0.2092588245868683,512.0,128.0,1e-05,0.6,adam,1
0.8537095069885254,0.011078239320365585,0.438738751411438,512.0,128.0,1e-05,0.6,sgd,1
0.9065830707550049,0.023286763144847827,0.24861486852169037,512.0,128.0,1e-06,0.1,adam,1
0.8574712634086609,0.01720303594435549,0.4194862306118011,512.0,128.0,1e-06,0.1,sgd,1
0.9168234229087829,0.00740649700857446,0.21330022811889648,512.0,128.0,1e-06,0.2,adam,1
0.8568443179130554,0.01343053227664925,0.42035200595855715,512.0,128.0,1e-06,0.2,sgd,1
0.9157784700393676,0.0061500237639464765,0.20580094754695893,512.0,128.0,1e-06,0.30000000000000004,adam,1
0.8551724076271057,0.011684573831984214,0.4242249965667725,512.0,128.0,1e-06,0.30000000000000004,sgd,1
0.9205851674079895,0.010428414950459361,0.209328356385231,512.0,128.0,1e-06,0.4,adam,1
0.8595611333847046,0.013950530596486562,0.42841423153877256,512.0,128.0,1e-06,0.4,sgd,1
0.9053291440010071,0.0168697553123274,0.23577688932418822,512.0,128.0,1e-06,0.5,adam,1
0.8541274785995483,0.01353741986872078,0.4293826937675476,512.0,128.0,1e-06,0.5,sgd,1
0.916823410987854,0.009219128371943858,0.20868270695209504,512.0,128.0,1e-06,0.6,adam,1
0.856635308265686,0.007517701147956305,0.43338858485221865,512.0,128.0,1e-06,0.6,sgd,1
0.7226750373840332,0.10867011496106009,0.6526602149009705,512.0,256.0,1.0,0.1,adam,1
0.5970741987228394,0.010503511182468317,2.562383270263672,512.0,256.0,1.0,0.1,sgd,1
0.7862068891525269,0.08735931215954172,0.5576184272766114,512.0,256.0,1.0,0.2,adam,1
0.5970741987228394,0.010503511182468317,3.0014341831207276,512.0,256.0,1.0,0.2,sgd,1
0.6904911041259766,0.07817153543103662,0.6272373199462891,512.0,256.0,1.0,0.30000000000000004,adam,1
0.5970741987228394,0.010503511182468317,2.8369177341461183,512.0,256.0,1.0,0.30000000000000004,sgd,1
0.7751306056976318,0.07988477583895451,0.6252153396606446,512.0,256.0,1.0,0.4,adam,1
0.5970741987228394,0.010503511182468317,2.828318452835083,512.0,256.0,1.0,0.4,sgd,1
0.7218390822410583,0.05736820206477482,0.6230788350105285,512.0,256.0,1.0,0.5,adam,1
0.5970741987228394,0.010503511182468317,2.835521364212036,512.0,256.0,1.0,0.5,sgd,1
0.7147335410118103,0.07009928409293537,0.6992059111595154,512.0,256.0,1.0,0.6,adam,1
0.5970741987228394,0.010503511182468317,2.8350018501281737,512.0,256.0,1.0,0.6,sgd,1
0.8856844425201416,0.013326066477440831,0.3730687201023102,512.0,256.0,0.1,0.1,adam,1
0.8461860060691834,0.010582222572829716,5.450687026977539,512.0,256.0,0.1,0.1,sgd,1
0.8718913316726684,0.02320218901854835,0.4128094494342804,512.0,256.0,0.1,0.2,adam,1
0.8420062780380249,0.008131690176728844,5.64199161529541,512.0,256.0,0.1,0.2,sgd,1
0.8449320793151855,0.04615050994770981,0.44491326212883,512.0,256.0,0.1,0.30000000000000004,adam,1
