avg_acc_fold,std_acc_fold,avg_loss_fold,num_units_in_layer1,l2_regulizer,dropout_rate,optimizer,num_layers,num_conv,filter_in_conv1
0.9013584017753601,0.00371501293969058,0.2625257819890976,64.0,1.0,0.1,adam,0,0,16.0
0.8091953992843628,0.014183394289696711,0.5073323965072631,64.0,1.0,0.1,sgd,0,0,16.0
0.9028213143348693,0.005076267209188144,0.26040415465831757,64.0,1.0,0.2,adam,0,0,16.0
0.8014629125595093,0.01081895108044399,0.5133559823036193,64.0,1.0,0.2,sgd,0,0,16.0
0.9030303001403809,0.0058141848898310075,0.2610045462846756,64.0,1.0,0.30000000000000004,adam,0,0,16.0
0.8121212244033813,0.024950903641801157,0.5092618525028229,64.0,1.0,0.30000000000000004,sgd,0,0,16.0
0.902612316608429,0.0037032379086763905,0.2627251476049423,64.0,1.0,0.4,adam,0,0,16.0
0.8142110705375671,0.014211078777034616,0.5064106047153473,64.0,1.0,0.4,sgd,0,0,16.0
0.9001044988632202,0.006791252448394056,0.2647236943244934,64.0,1.0,0.5,adam,0,0,16.0
0.8022988438606262,0.017848456876201527,0.511041009426117,64.0,1.0,0.5,sgd,0,0,16.0
0.9005224585533143,0.007886308913216365,0.2634853035211563,64.0,1.0,0.6,adam,0,0,16.0
0.8085684537887573,0.011242623596791672,0.510390841960907,64.0,1.0,0.6,sgd,0,0,16.0
0.9001044869422913,0.005669642779072241,0.2628338634967804,64.0,0.1,0.1,adam,0,0,16.0
0.807105541229248,0.0025252087738760615,0.5090276002883911,64.0,0.1,0.1,sgd,0,0,16.0
0.897805643081665,0.005093426129997004,0.2645409554243088,64.0,0.1,0.2,adam,0,0,16.0
0.8112852573394775,0.0169987016272775,0.5102802097797394,64.0,0.1,0.2,sgd,0,0,16.0
0.8988505721092224,0.008802283312733273,0.2639915257692337,64.0,0.1,0.30000000000000004,adam,0,0,16.0
0.8052246570587158,0.022601485903081562,0.5109346628189086,64.0,0.1,0.30000000000000004,sgd,0,0,16.0
0.9030303001403809,0.007221369287133788,0.26355239748954773,64.0,0.1,0.4,adam,0,0,16.0
0.8085684299468994,0.014394279237120639,0.5085995435714722,64.0,0.1,0.4,sgd,0,0,16.0
0.90574711561203,0.004403624538998346,0.26205193996429443,64.0,0.1,0.5,adam,0,0,16.0
0.8133751273155212,0.012619047121392907,0.5091994106769562,64.0,0.1,0.5,sgd,0,0,16.0
0.902194344997406,0.0025251850958238416,0.2647243022918701,64.0,0.1,0.6,adam,0,0,16.0
0.8110762715339661,0.01332277014541505,0.512619799375534,64.0,0.1,0.6,sgd,0,0,16.0
0.8990595579147339,0.004793024639220753,0.2653377115726471,64.0,0.01,0.1,adam,0,0,16.0
0.8140020847320557,0.008147786543978438,0.5056297659873963,64.0,0.01,0.1,sgd,0,0,16.0
0.898223602771759,0.006528947410685329,0.2652760028839111,64.0,0.01,0.2,adam,0,0,16.0
0.811494255065918,0.019364820730443693,0.5071002185344696,64.0,0.01,0.2,sgd,0,0,16.0
0.9015673995018005,0.00538520415579855,0.2642172396183014,64.0,0.01,0.30000000000000004,adam,0,0,16.0
0.8052246451377869,0.016223050214715862,0.5126247048377991,64.0,0.01,0.30000000000000004,sgd,0,0,16.0
0.8998955011367797,0.005962508235709015,0.2632696986198425,64.0,0.01,0.4,adam,0,0,16.0
0.8167189121246338,0.013981795163405518,0.5087367534637451,64.0,0.01,0.4,sgd,0,0,16.0
0.9007314443588257,0.005568599240630333,0.2639308899641037,64.0,0.01,0.5,adam,0,0,16.0
0.8066875576972962,0.013656255269689756,0.5127445816993713,64.0,0.01,0.5,sgd,0,0,16.0
0.8992685437202453,0.003277814280690542,0.2650940179824829,64.0,0.01,0.6,adam,0,0,16.0
0.8052246689796447,0.016804909420755486,0.5078671157360077,64.0,0.01,0.6,sgd,0,0,16.0
0.9013584017753601,0.005311694006699822,0.26326616704463957,64.0,0.001,0.1,adam,0,0,16.0
0.8029258131980896,0.01588296529494876,0.5133476972579956,64.0,0.001,0.1,sgd,0,0,16.0
0.8980146288871765,0.004262490801467662,0.2675150156021118,64.0,0.001,0.2,adam,0,0,16.0
0.8160919547080994,0.01376774443735472,0.5084147095680237,64.0,0.001,0.2,sgd,0,0,16.0
0.901776385307312,0.007791578259993228,0.2650551736354828,64.0,0.001,0.30000000000000004,adam,0,0,16.0
0.8119122147560119,0.008463305101870752,0.5050699472427368,64.0,0.001,0.30000000000000004,sgd,0,0,16.0
0.9038662433624267,0.006304326696945341,0.2611797958612442,64.0,0.001,0.4,adam,0,0,16.0
0.8050156712532044,0.009476094451964788,0.5140523195266724,64.0,0.001,0.4,sgd,0,0,16.0
0.9007314443588257,0.00481121455142029,0.26514874696731566,64.0,0.001,0.5,adam,0,0,16.0
0.8112852573394775,0.008930346617524074,0.5064229607582093,64.0,0.001,0.5,sgd,0,0,16.0
0.901776385307312,0.005911025961382522,0.26142300069332125,64.0,0.001,0.6,adam,0,0,16.0
0.8066875696182251,0.006707135580557661,0.5130849003791809,64.0,0.001,0.6,sgd,0,0,16.0
