avg_acc_fold,std_acc_fold,avg_loss_fold,num_units_in_layer1,num_units_in_layer2,num_units_in_layer3,l2_regulizer,dropout_rate,optimizer,num_layers
0.5596986889839173,0.016478225775788568,0.6872768759727478,64.0,64.0,64.0,1.0,0.1,adam,2
0.5596986889839173,0.016478225775788568,1.5195048570632934,64.0,64.0,64.0,1.0,0.1,sgd,2
0.5596986889839173,0.016478225775788568,0.6865522503852844,64.0,64.0,64.0,1.0,0.2,adam,2
0.5596986889839173,0.016478225775788568,1.4153833150863648,64.0,64.0,64.0,1.0,0.2,sgd,2
0.5596986889839173,0.016478225775788568,0.6865950345993042,64.0,64.0,64.0,1.0,0.30000000000000004,adam,2
0.5596986889839173,0.016478225775788568,1.5153965711593629,64.0,64.0,64.0,1.0,0.30000000000000004,sgd,2
0.5596986889839173,0.016478225775788568,0.6864296078681946,64.0,64.0,64.0,1.0,0.4,adam,2
0.5596986889839173,0.016478225775788568,1.3042751550674438,64.0,64.0,64.0,1.0,0.4,sgd,2
0.5596986889839173,0.016478225775788568,0.6861725687980652,64.0,64.0,64.0,1.0,0.5,adam,2
0.5596986889839173,0.016478225775788568,1.3813099145889283,64.0,64.0,64.0,1.0,0.5,sgd,2
0.5596986889839173,0.016478225775788568,0.6863669276237487,64.0,64.0,64.0,1.0,0.6,adam,2
0.5596986889839173,0.016478225775788568,1.5234770059585572,64.0,64.0,64.0,1.0,0.6,sgd,2
0.9262970805168151,0.018213602107647598,0.3150588691234589,64.0,64.0,64.0,0.1,0.1,adam,2
0.9099767804145813,0.012358198953936838,3.503673028945923,64.0,64.0,64.0,0.1,0.1,sgd,2
0.923498523235321,0.02643860159048187,0.3208725392818451,64.0,64.0,64.0,0.1,0.2,adam,2
0.9085771203041076,0.013257630033169798,3.2473589420318603,64.0,64.0,64.0,0.1,0.2,sgd,2
0.9249031066894531,0.008650985433380115,0.3091363787651062,64.0,64.0,64.0,0.1,0.30000000000000004,adam,2
0.9057796359062195,0.01758507674408271,3.8162119388580322,64.0,64.0,64.0,0.1,0.30000000000000004,sgd,2
0.9312003374099731,0.016798131656466955,0.3095666170120239,64.0,64.0,64.0,0.1,0.4,adam,2
0.9190780401229859,0.0079501207023756,3.4686913967132567,64.0,64.0,64.0,0.1,0.4,sgd,2
0.9272392630577088,0.009162017552005706,0.3317550301551819,64.0,64.0,64.0,0.1,0.5,adam,2
0.9001806020736695,0.017070825216510235,3.8681872367858885,64.0,64.0,64.0,0.1,0.5,sgd,2
0.9398321270942688,0.010335322774887773,0.3217299282550812,64.0,64.0,64.0,0.1,0.6,adam,2
0.9057810068130493,0.010691938646108717,3.3509015083312987,64.0,64.0,64.0,0.1,0.6,sgd,2
0.9540558457374573,0.007661202460174627,0.18162935674190522,64.0,64.0,64.0,0.01,0.1,adam,2
0.9293360829353332,0.009808155527306336,1.6981746912002564,64.0,64.0,64.0,0.01,0.1,sgd,2
0.9545207023620605,0.006497482304126217,0.18046315014362335,64.0,64.0,64.0,0.01,0.2,adam,2
0.9258384943008423,0.009054959028610277,1.7228875875473022,64.0,64.0,64.0,0.01,0.2,sgd,2
0.9517248511314392,0.005840142524780215,0.18460986614227295,64.0,64.0,64.0,0.01,0.30000000000000004,adam,2
0.922105348110199,0.011474474543691176,1.69663462638855,64.0,64.0,64.0,0.01,0.30000000000000004,sgd,2
0.9528884530067444,0.007879656602898128,0.1870206415653229,64.0,64.0,64.0,0.01,0.4,adam,2
0.9286357045173645,0.010374278968631233,1.6968401432037354,64.0,64.0,64.0,0.01,0.4,sgd,2
0.9493941307067871,0.006447975205155333,0.19891023337841035,64.0,64.0,64.0,0.01,0.5,adam,2
0.9186102151870728,0.010464195808520874,1.7569732904434203,64.0,64.0,64.0,0.01,0.5,sgd,2
0.9514922976493836,0.0018995360691199936,0.20032644867897034,64.0,64.0,64.0,0.01,0.6,adam,2
0.9167418599128723,0.012278389562143478,1.777525544166565,64.0,64.0,64.0,0.01,0.6,sgd,2
0.9573198199272156,0.005994806869472622,0.16661066114902495,64.0,64.0,64.0,0.001,0.1,adam,2
0.9295702576637268,0.00633138805919771,0.4156754076480865,64.0,64.0,64.0,0.001,0.1,sgd,2
0.940287172794342,0.021552883144691778,0.20416981875896453,64.0,64.0,64.0,0.001,0.2,adam,2
0.9228054761886597,0.006919269938639787,0.4253775358200073,64.0,64.0,64.0,0.001,0.2,sgd,2
0.955921471118927,0.007999129128678865,0.1678362488746643,64.0,64.0,64.0,0.001,0.30000000000000004,adam,2
0.9228081822395324,0.007635638668402588,0.436993408203125,64.0,64.0,64.0,0.001,0.30000000000000004,sgd,2
0.9603520154953002,0.004627531205888986,0.16561562418937684,64.0,64.0,64.0,0.001,0.4,adam,2
0.9244379878044129,0.008344155842523796,0.45854198932647705,64.0,64.0,64.0,0.001,0.4,sgd,2
0.9437937498092651,0.013969195041739824,0.19166409969329834,64.0,64.0,64.0,0.001,0.5,adam,2
0.9216396927833557,0.009470614309935265,0.4669376313686371,64.0,64.0,64.0,0.001,0.5,sgd,2
0.9545190691947937,0.010298055310295259,0.17404398024082185,64.0,64.0,64.0,0.001,0.6,adam,2
0.9195415377616882,0.010513353720129933,0.5118184030056,64.0,64.0,64.0,0.001,0.6,sgd,2
0.9589544892311096,0.002903665973492207,0.1460621327161789,64.0,64.0,64.0,0.0001,0.1,adam,2
0.9293355464935302,0.00608766969667006,0.26817222237586974,64.0,64.0,64.0,0.0001,0.1,sgd,2
0.9533554673194885,0.010881608262194179,0.16369451582431793,64.0,64.0,64.0,0.0001,0.2,adam,2
0.9281708478927613,0.01088165410536386,0.26844299733638766,64.0,64.0,64.0,0.0001,0.2,sgd,2
0.9577868342399597,0.0047088748491875086,0.1455243319272995,64.0,64.0,64.0,0.0001,0.30000000000000004,adam,2
0.9216385960578919,0.01471721467816812,0.2911540031433105,64.0,64.0,64.0,0.0001,0.30000000000000004,sgd,2
0.9591878652572632,0.0027664514503108356,0.14146629720926285,64.0,64.0,64.0,0.0001,0.4,adam,2
0.9232719540596008,0.008818683394241033,0.2991433203220367,64.0,64.0,64.0,0.0001,0.4,sgd,2
0.9566196918487548,0.006169078503184444,0.14412372410297394,64.0,64.0,64.0,0.0001,0.5,adam,2
0.922573471069336,0.00963788996206671,0.31422271132469176,64.0,64.0,64.0,0.0001,0.5,sgd,2
0.9575518250465394,0.00795288751700633,0.1433067351579666,64.0,64.0,64.0,0.0001,0.6,adam,2
0.9190742492675781,0.013419754895103463,0.3525163471698761,64.0,64.0,64.0,0.0001,0.6,sgd,2
0.9563857793807984,0.009511914763722875,0.14201141744852067,64.0,64.0,64.0,1e-05,0.1,adam,2
0.9302693128585815,0.006745526907123636,0.2582185328006744,64.0,64.0,64.0,1e-05,0.1,sgd,2
