avg_acc_fold,std_acc_fold,avg_loss_fold,num_units_in_layer1,num_units_in_layer2,num_units_in_layer3,l2_regulizer,dropout_rate,optimizer,num_layers
0.8382445096969604,0.01568650528425599,0.44310336709022524,512.0,512.0,128.0,1e-06,0.6,sgd,2
0.5962382555007935,0.01016541816602605,0.6756828904151917,512.0,512.0,256.0,1.0,0.1,adam,2
0.5962382555007935,0.01016541816602605,6.2544961929321286,512.0,512.0,256.0,1.0,0.1,sgd,2
0.5962382555007935,0.01016541816602605,0.674783217906952,512.0,512.0,256.0,1.0,0.2,adam,2
0.5962382555007935,0.01016541816602605,6.254952621459961,512.0,512.0,256.0,1.0,0.2,sgd,2
0.5962382555007935,0.01016541816602605,0.675080144405365,512.0,512.0,256.0,1.0,0.30000000000000004,adam,2
0.5962382555007935,0.01016541816602605,6.258961486816406,512.0,512.0,256.0,1.0,0.30000000000000004,sgd,2
0.5962382555007935,0.01016541816602605,0.6748053431510925,512.0,512.0,256.0,1.0,0.4,adam,2
0.5962382555007935,0.01016541816602605,6.25890703201294,512.0,512.0,256.0,1.0,0.4,sgd,2
0.5962382555007935,0.01016541816602605,0.674880862236023,512.0,512.0,256.0,1.0,0.5,adam,2
0.5962382555007935,0.01016541816602605,6.253643035888672,512.0,512.0,256.0,1.0,0.5,sgd,2
0.5962382555007935,0.01016541816602605,0.675051236152649,512.0,512.0,256.0,1.0,0.6,adam,2
0.5962382555007935,0.01016541816602605,5.855957126617431,512.0,512.0,256.0,1.0,0.6,sgd,2
0.8896551609039307,0.008190560508641241,0.3675171434879303,512.0,512.0,256.0,0.1,0.1,adam,2
0.7563218355178833,0.020082283459274663,12.35813636779785,512.0,512.0,256.0,0.1,0.1,sgd,2
0.9015674114227294,0.011718149095717207,0.37159718871116637,512.0,512.0,256.0,0.1,0.2,adam,2
0.7153604984283447,0.04669151629687916,20.67293338775635,512.0,512.0,256.0,0.1,0.2,sgd,2
0.8952978014945984,0.0075755714016825385,0.3823400914669037,512.0,512.0,256.0,0.1,0.30000000000000004,adam,2
0.7161964416503906,0.05447534704298918,20.641691398620605,512.0,512.0,256.0,0.1,0.30000000000000004,sgd,2
0.8854754447937012,0.030454705417992684,0.38960120677947996,512.0,512.0,256.0,0.1,0.4,adam,2
0.6428422212600708,0.05049692679340575,45.49547863006592,512.0,512.0,256.0,0.1,0.4,sgd,2
0.887147331237793,0.018433507883067718,0.41755258440971377,512.0,512.0,256.0,0.1,0.5,adam,2
0.6560083627700806,0.032707549135762085,28.979757690429686,512.0,512.0,256.0,0.1,0.5,sgd,2
0.8927899599075317,0.01811805633384736,0.40674603581428526,512.0,512.0,256.0,0.1,0.6,adam,2
0.6236154675483704,0.03653617125867411,39.18066940307617,512.0,512.0,256.0,0.1,0.6,sgd,2
0.897805643081665,0.02719554501604621,0.31899943947792053,512.0,512.0,256.0,0.01,0.1,adam,2
0.8593521475791931,0.010335840667040765,7.617104530334473,512.0,512.0,256.0,0.01,0.1,sgd,2
0.9086729288101196,0.008478770768992632,0.28891648054122926,512.0,512.0,256.0,0.01,0.2,adam,2
0.860606062412262,0.013808928201563427,7.625045394897461,512.0,512.0,256.0,0.01,0.2,sgd,2
0.9065830826759338,0.011070359774908535,0.2877722799777985,512.0,512.0,256.0,0.01,0.30000000000000004,adam,2
0.8520376205444335,0.0085556864646695,7.624379253387451,512.0,512.0,256.0,0.01,0.30000000000000004,sgd,2
0.9053291559219361,0.010545012959899167,0.30075967907905576,512.0,512.0,256.0,0.01,0.4,adam,2
0.7628004312515259,0.10221978254636896,8.182237529754639,512.0,512.0,256.0,0.01,0.4,sgd,2
0.8998955249786377,0.012388498602301212,0.32692648768424987,512.0,512.0,256.0,0.01,0.5,adam,2
0.8,0.08851406080633781,7.927988719940186,512.0,512.0,256.0,0.01,0.5,sgd,2
0.9078369975090027,0.012246667601994728,0.3146830201148987,512.0,512.0,256.0,0.01,0.6,adam,2
0.7966562151908875,0.08955891618912631,7.938003349304199,512.0,512.0,256.0,0.01,0.6,sgd,2
0.9032392859458923,0.010810892232287149,0.3116484105587006,512.0,512.0,256.0,0.001,0.1,adam,2
0.8647857904434204,0.010545013668662123,1.2432480096817016,512.0,512.0,256.0,0.001,0.1,sgd,2
0.9151515007019043,0.010987198127871863,0.28241835832595824,512.0,512.0,256.0,0.001,0.2,adam,2
0.8583072185516357,0.011665848519770787,1.2472737073898315,512.0,512.0,256.0,0.001,0.2,sgd,2
0.9111807703971863,0.010386449684138604,0.2877741038799286,512.0,512.0,256.0,0.001,0.30000000000000004,adam,2
0.8624869346618652,0.014608135150950559,1.2532515048980712,512.0,512.0,256.0,0.001,0.30000000000000004,sgd,2
0.9065830707550049,0.018523311381634787,0.2958651304244995,512.0,512.0,256.0,0.001,0.4,adam,2
0.8547544360160828,0.011950647139039029,1.2627281665802002,512.0,512.0,256.0,0.001,0.4,sgd,2
0.8959247469902039,0.02075814831160443,0.32172187566757204,512.0,512.0,256.0,0.001,0.5,adam,2
0.8476488947868347,0.012175151461638839,1.2834483623504638,512.0,512.0,256.0,0.001,0.5,sgd,2
0.9082549571990967,0.010520134618903276,0.2825833559036255,512.0,512.0,256.0,0.001,0.6,adam,2
0.8284221529960633,0.015728238531214623,1.308362317085266,512.0,512.0,256.0,0.001,0.6,sgd,2
0.9134796261787415,0.010499368829137058,0.28584155440330505,512.0,512.0,256.0,0.0001,0.1,adam,2
0.8622779488563538,0.013273520105929014,0.4566623687744141,512.0,512.0,256.0,0.0001,0.1,sgd,2
0.9197492122650146,0.008652150739345405,0.27012780904769895,512.0,512.0,256.0,0.0001,0.2,adam,2
0.8639498353004456,0.011662123946201551,0.4661598265171051,512.0,512.0,256.0,0.0001,0.2,sgd,2
0.8988505840301514,0.04866917756940577,0.3263100564479828,512.0,512.0,256.0,0.0001,0.30000000000000004,adam,2
0.8580982089042664,0.0072213820517768425,0.4798503935337067,512.0,512.0,256.0,0.0001,0.30000000000000004,sgd,2
0.9170323967933655,0.009636068444561878,0.2405572921037674,512.0,512.0,256.0,0.0001,0.4,adam,2
0.8537095189094543,0.013941144773699624,0.49168089032173157,512.0,512.0,256.0,0.0001,0.4,sgd,2
0.9189132809638977,0.009195392511122773,0.24153586328029633,512.0,512.0,256.0,0.0001,0.5,adam,2
0.8505747199058533,0.017309329917460235,0.5047267198562622,512.0,512.0,256.0,0.0001,0.5,sgd,2
0.9195402383804321,0.005529264964867298,0.23687487542629243,512.0,512.0,256.0,0.0001,0.6,adam,2
0.8330198526382446,0.01930607922724259,0.5396518468856811,512.0,512.0,256.0,0.0001,0.6,sgd,2
0.920794141292572,0.008652147859939544,0.23964965641498565,512.0,512.0,256.0,1e-05,0.1,adam,2
0.8576802611351013,0.014072100198108613,0.3889482617378235,512.0,512.0,256.0,1e-05,0.1,sgd,2
0.9126436710357666,0.009266370648150885,0.2543666422367096,512.0,512.0,256.0,1e-05,0.2,adam,2
0.8587251901626587,0.01446995236277512,0.3923858880996704,512.0,512.0,256.0,1e-05,0.2,sgd,2
0.9216300964355468,0.007506074884919662,0.2171093374490738,512.0,512.0,256.0,1e-05,0.30000000000000004,adam,2
0.8603970766067505,0.010586339566159678,0.39723859429359437,512.0,512.0,256.0,1e-05,0.30000000000000004,sgd,2
0.9170323848724365,0.009970221375170956,0.22316504418849945,512.0,512.0,256.0,1e-05,0.4,adam,2
0.8532915353775025,0.010790673759736868,0.4130459547042847,512.0,512.0,256.0,1e-05,0.4,sgd,2
0.9105538129806519,0.012567005803329626,0.24135396778583526,512.0,512.0,256.0,1e-05,0.5,adam,2
0.8489028096199036,0.012303592353062916,0.4275639712810516,512.0,512.0,256.0,1e-05,0.5,sgd,2
0.9164054155349731,0.0106562550583104,0.227122700214386,512.0,512.0,256.0,1e-05,0.6,adam,2
0.8413793087005615,0.00867733881852331,0.45313680768013,512.0,512.0,256.0,1e-05,0.6,sgd,2
0.9201671838760376,0.008427112897638337,0.2451941817998886,512.0,512.0,256.0,1e-06,0.1,adam,2
0.8643678188323974,0.008104798825949505,0.37378470301628114,512.0,512.0,256.0,1e-06,0.1,sgd,2
0.9207941651344299,0.01026801828290952,0.23076605498790742,512.0,512.0,256.0,1e-06,0.2,adam,2
0.8635318756103516,0.015814054193653955,0.37164332866668703,512.0,512.0,256.0,1e-06,0.2,sgd,2
0.9122256994247436,0.01677108893058675,0.23454945385456086,512.0,512.0,256.0,1e-06,0.30000000000000004,adam,2
0.8518286347389221,0.009517483509495524,0.39719347953796386,512.0,512.0,256.0,1e-06,0.30000000000000004,sgd,2
0.9170323967933655,0.012532214989758858,0.2204076200723648,512.0,512.0,256.0,1e-06,0.4,adam,2
0.856217336654663,0.014229505120223194,0.40119237899780275,512.0,512.0,256.0,1e-06,0.4,sgd,2
0.9184953093528747,0.008174539833907514,0.21601975560188294,512.0,512.0,256.0,1e-06,0.5,adam,2
0.8091954112052917,0.08454425456615708,0.45302308201789854,512.0,512.0,256.0,1e-06,0.5,sgd,2
0.9216301083564759,0.010195451546427701,0.21260051429271698,512.0,512.0,256.0,1e-06,0.6,adam,2
0.8386624932289124,0.009027620613513535,0.4437290132045746,512.0,512.0,256.0,1e-06,0.6,sgd,2
0.5962382555007935,0.01016541816602605,0.6751780390739441,512.0,512.0,512.0,1.0,0.1,adam,2
0.5962382555007935,0.01016541816602605,6.256226921081543,512.0,512.0,512.0,1.0,0.1,sgd,2
0.5962382555007935,0.01016541816602605,0.6748748898506165,512.0,512.0,512.0,1.0,0.2,adam,2
0.5962382555007935,0.01016541816602605,6.253126049041748,512.0,512.0,512.0,1.0,0.2,sgd,2
0.5962382555007935,0.01016541816602605,0.6749379992485046,512.0,512.0,512.0,1.0,0.30000000000000004,adam,2
0.5962382555007935,0.01016541816602605,6.254134750366211,512.0,512.0,512.0,1.0,0.30000000000000004,sgd,2
0.5962382555007935,0.01016541816602605,0.6748112082481384,512.0,512.0,512.0,1.0,0.4,adam,2
0.5962382555007935,0.01016541816602605,5.859417819976807,512.0,512.0,512.0,1.0,0.4,sgd,2
0.5962382555007935,0.01016541816602605,0.6750223159790039,512.0,512.0,512.0,1.0,0.5,adam,2
0.5962382555007935,0.01016541816602605,6.254449558258057,512.0,512.0,512.0,1.0,0.5,sgd,2
0.5962382555007935,0.01016541816602605,0.6747097969055176,512.0,512.0,512.0,1.0,0.6,adam,2
0.5962382555007935,0.01016541816602605,6.249415302276612,512.0,512.0,512.0,1.0,0.6,sgd,2
0.8967607140541076,0.011624604479761387,0.37660759687423706,512.0,512.0,512.0,0.1,0.1,adam,2
0.7605015635490417,0.010887361242518592,12.354745864868164,512.0,512.0,512.0,0.1,0.1,sgd,2
0.8917450428009033,0.010461842627006938,0.37764227390289307,512.0,512.0,512.0,0.1,0.2,adam,2
0.6633228778839111,0.05320500037222892,37.19786262512207,512.0,512.0,512.0,0.1,0.2,sgd,2
0.8919540166854858,0.00582169913097559,0.38587539196014403,512.0,512.0,512.0,0.1,0.30000000000000004,adam,2
0.6819226741790771,0.06972007077254469,28.922141075134277,512.0,512.0,512.0,0.1,0.30000000000000004,sgd,2
0.8877742886543274,0.008217181510447806,0.40829797387123107,512.0,512.0,512.0,0.1,0.4,adam,2
0.6595611453056336,0.04830887533863999,37.166427803039554,512.0,512.0,512.0,0.1,0.4,sgd,2
0.9040752410888672,0.009471487513588655,0.38862050175666807,512.0,512.0,512.0,0.1,0.5,adam,2
0.6250783562660217,0.032148599944283644,45.528275680541995,512.0,512.0,512.0,0.1,0.5,sgd,2
0.8773249745368957,0.03314000240840454,0.424646383523941,512.0,512.0,512.0,0.1,0.6,adam,2
0.6027168273925781,0.014798246378937795,53.782406616210935,512.0,512.0,512.0,0.1,0.6,sgd,2
0.8944618582725525,0.014895322600043956,0.315872859954834,512.0,512.0,512.0,0.01,0.1,adam,2
0.8670846462249756,0.006975269762801701,7.606126499176026,512.0,512.0,512.0,0.01,0.1,sgd,2
0.9013584136962891,0.017379823574107105,0.3053925335407257,512.0,512.0,512.0,0.01,0.2,adam,2
0.8631139039993286,0.010470192983280805,7.620717716217041,512.0,512.0,512.0,0.01,0.2,sgd,2
0.9055381417274475,0.015035406935397885,0.2986280143260956,512.0,512.0,512.0,0.01,0.30000000000000004,adam,2
0.8562173485755921,0.013488930665981088,7.633712863922119,512.0,512.0,512.0,0.01,0.30000000000000004,sgd,2
0.9034482836723328,0.014756871241123792,0.3080928385257721,512.0,512.0,512.0,0.01,0.4,adam,2
0.8457680344581604,0.018838945848797757,7.644259834289551,512.0,512.0,512.0,0.01,0.4,sgd,2
0.9078369975090027,0.012423702107032157,0.30246574282646177,512.0,512.0,512.0,0.01,0.5,adam,2
0.766353189945221,0.08541538588875118,8.204861164093018,512.0,512.0,512.0,0.01,0.5,sgd,2
0.9109717965126037,0.013947398999163519,0.314947772026062,512.0,512.0,512.0,0.01,0.6,adam,2
0.8484848618507386,0.007056195869038056,7.6721217155456545,512.0,512.0,512.0,0.01,0.6,sgd,2
0.9099268674850464,0.013518048892661713,0.2927461236715317,512.0,512.0,512.0,0.001,0.1,adam,2
0.8612330198287964,0.013726449995360358,1.2447427988052369,512.0,512.0,512.0,0.001,0.1,sgd,2
0.9109717845916748,0.013485684673298979,0.29357184171676637,512.0,512.0,512.0,0.001,0.2,adam,2
0.8608150482177734,0.011184197269274629,1.25230872631073,512.0,512.0,512.0,0.001,0.2,sgd,2
0.9107627987861633,0.019160764843623345,0.2966038405895233,512.0,512.0,512.0,0.001,0.30000000000000004,adam,2
0.8200626969337463,0.0715710674313348,1.2977702379226685,512.0,512.0,512.0,0.001,0.30000000000000004,sgd,2
0.9107627987861633,0.011148983958597964,0.2918352961540222,512.0,512.0,512.0,0.001,0.4,adam,2
0.8518286228179932,0.009676766084073838,1.2714837551116944,512.0,512.0,512.0,0.001,0.4,sgd,2
0.9115987420082092,0.009453024921549369,0.29392030239105227,512.0,512.0,512.0,0.001,0.5,adam,2
0.8468129515647889,0.01380893253147596,1.2839834928512572,512.0,512.0,512.0,0.001,0.5,sgd,2
0.9053291559219361,0.007974416964229415,0.292061322927475,512.0,512.0,512.0,0.001,0.6,adam,2
